,avgrating,features,link,name,price,rating
24,4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,12MP + 8MP + 2MP + 2MP Quad Camera | 13MP Front Camera,5000 mAH Battery,Qualcomm Snapdragon 665 2 GHz Processor,Fingerprint,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/realme-5-crystal-purple-64-gb/p/itmfj9twbwfznhyk?pid=MOBFJ9TWRZHHFH3C&lid=LSTMOBFJ9TWRZHHFH3CCNATOL&marketplace=FLIPKART&srno=s_2_25&otracker=search&fm=organic&iid=ae7fb8d9-4e5c-4141-a6ce-bc7e09c12ab7.MOBFJ9TWRZHHFH3C.SEARCH&ssid=3sy0cn9ghc0000001587809536526&qH=ba2b1763f76b622e,"Realme 5 (Crystal Purple, 64 GB)","₹10,999","3,07,769 Ratings & 28,960 Reviews"
25,4.5,"6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,VOOC Flash Charge 3.0,Triple Card Slot,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/realme-5-pro-crystal-green-64-gb/p/itmfj9twdugyvg77?pid=MOBFJ9TWMUX7H8WN&lid=LSTMOBFJ9TWMUX7H8WNEU6UQA&marketplace=FLIPKART&srno=s_2_26&otracker=search&fm=organic&iid=ae7fb8d9-4e5c-4141-a6ce-bc7e09c12ab7.MOBFJ9TWMUX7H8WN.SEARCH&ssid=3sy0cn9ghc0000001587809536526&qH=ba2b1763f76b622e,"Realme 5 Pro (Crystal Green, 64 GB)","₹14,999","72,800 Ratings & 7,525 Reviews"
26,4.5,"6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,VOOC Flash Charge 3.0,Triple Card Slot,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/realme-5-pro-sparkling-blue-64-gb/p/itmfj9twdugyvg77?pid=MOBFJ9TWP4SYFYED&lid=LSTMOBFJ9TWP4SYFYEDRKBKJH&marketplace=FLIPKART&srno=s_2_27&otracker=search&fm=organic&iid=ae7fb8d9-4e5c-4141-a6ce-bc7e09c12ab7.MOBFJ9TWP4SYFYED.SEARCH&ssid=3sy0cn9ghc0000001587809536526&qH=ba2b1763f76b622e,"Realme 5 Pro (Sparkling Blue, 64 GB)","₹14,999","72,800 Ratings & 7,525 Reviews"
27,4.5,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,VOOC Flash Charge 3.0,Triple Card Slot,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/realme-5-pro-crystal-green-64-gb/p/itmfj9twdugyvg77?pid=MOBFJ9TWQAHZC5DH&lid=LSTMOBFJ9TWQAHZC5DHYALEQE&marketplace=FLIPKART&srno=s_2_28&otracker=search&fm=organic&iid=ae7fb8d9-4e5c-4141-a6ce-bc7e09c12ab7.MOBFJ9TWQAHZC5DH.SEARCH&ssid=3sy0cn9ghc0000001587809536526&qH=ba2b1763f76b622e,"Realme 5 Pro (Crystal Green, 64 GB)","₹13,999","1,26,171 Ratings & 12,574 Reviews"
28,4.5,"8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4035 mAh Battery,Qualcomm Snapdragon SDM712 Octa Core 2.3 GHz Processor,VOOC Flash Charge 3.0,Triple Card Slot,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/realme-5-pro-sparkling-blue-128-gb/p/itmfj9twdugyvg77?pid=MOBFJ9TWAEBGAYFR&lid=LSTMOBFJ9TWAEBGAYFRYARMRA&marketplace=FLIPKART&srno=s_2_29&otracker=search&fm=organic&iid=ae7fb8d9-4e5c-4141-a6ce-bc7e09c12ab7.MOBFJ9TWAEBGAYFR.SEARCH&ssid=3sy0cn9ghc0000001587809536526&qH=ba2b1763f76b622e,"Realme 5 Pro (Sparkling Blue, 128 GB)","₹16,999","58,716 Ratings & 6,009 Reviews"
29,4.5,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Display,64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4000 mAh Battery,Qualcomm 712 Processor,FHD+ Super AMOLED Display,In Display Fingerprint Sensor,Brand warranty of 1 year for mobile and 6 months for accessories",/realme-xt-pearl-blue-64-gb/p/itm731360fdbd273?pid=MOBFJYBE9FHXFEFJ&lid=LSTMOBFJYBE9FHXFEFJVA0XQF&marketplace=FLIPKART&srno=s_2_30&otracker=search&fm=organic&iid=ae7fb8d9-4e5c-4141-a6ce-bc7e09c12ab7.MOBFJYBE9FHXFEFJ.SEARCH&ssid=3sy0cn9ghc0000001587809536526&qH=ba2b1763f76b622e,"Realme XT (Pearl Blue, 64 GB)","₹16,999","96,652 Ratings & 11,220 Reviews"
30,4.4,"4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,48MP + 8MP + 2MP + 2MP | 13MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 Processor,HD+ Mini Drop Display,48 MP AI Quad camera,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/realme-5s-crystal-red-128-gb/p/itm592977b0ba210?pid=MOBFM2WZWVBK2KRX&lid=LSTMOBFM2WZWVBK2KRXGGPJHY&marketplace=FLIPKART&srno=s_2_31&otracker=search&fm=organic&iid=ae7fb8d9-4e5c-4141-a6ce-bc7e09c12ab7.MOBFM2WZWVBK2KRX.SEARCH&ssid=3sy0cn9ghc0000001587809536526&qH=ba2b1763f76b622e,"Realme 5s (Crystal Red, 128 GB)","₹11,999","2,23,399 Ratings & 20,601 Reviews"
31,4.5,"6 GB RAM | 128 GB ROM |,16.26 cm (6.4 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 730G Processor,30W VOOC 4.0 Fast Charger,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/realme-x2-pearl-green-128-gb/p/itm75023903eb431?pid=MOBFMXTS7FZ4ZUEF&lid=LSTMOBFMXTS7FZ4ZUEFRA2PGL&marketplace=FLIPKART&srno=s_2_32&otracker=search&fm=organic&iid=ae7fb8d9-4e5c-4141-a6ce-bc7e09c12ab7.MOBFMXTS7FZ4ZUEF.SEARCH&ssid=3sy0cn9ghc0000001587809536526&qH=ba2b1763f76b622e,"Realme X2 (Pearl Green, 128 GB)","₹19,999","14,781 Ratings & 1,775 Reviews"
32,4.5,"4 GB RAM | 64 GB ROM |,16.26 cm (6.4 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 730G Processor,30W VOOC 4.0 Fast Charger,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/realme-x2-pearl-blue-64-gb/p/itm75023903eb431?pid=MOBFMXTSF9JA9F2X&lid=LSTMOBFMXTSF9JA9F2X9ON6NE&marketplace=FLIPKART&srno=s_2_33&otracker=search&fm=organic&iid=ae7fb8d9-4e5c-4141-a6ce-bc7e09c12ab7.MOBFMXTSF9JA9F2X.SEARCH&ssid=3sy0cn9ghc0000001587809536526&qH=ba2b1763f76b622e,"Realme X2 (Pearl Blue, 64 GB)","₹17,999","25,027 Ratings & 3,028 Reviews"
33,4.5,"4 GB RAM | 64 GB ROM |,16.26 cm (6.4 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 730G Processor,30W VOOC 4.0 Fast Charger,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/realme-x2-pearl-green-64-gb/p/itm75023903eb431?pid=MOBFMXTSHFVBU7UD&lid=LSTMOBFMXTSHFVBU7UDCPO4AN&marketplace=FLIPKART&srno=s_2_34&otracker=search&fm=organic&iid=ae7fb8d9-4e5c-4141-a6ce-bc7e09c12ab7.MOBFMXTSHFVBU7UD.SEARCH&ssid=3sy0cn9ghc0000001587809536526&qH=ba2b1763f76b622e,"Realme X2 (Pearl Green, 64 GB)","₹17,999","25,027 Ratings & 3,028 Reviews"
34,4.5,"8 GB RAM | 128 GB ROM |,16.26 cm (6.4 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 730G Processor,30W VOOC 4.0 Fast Charger,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/realme-x2-pearl-green-128-gb/p/itm75023903eb431?pid=MOBFMXTSHXST8F6G&lid=LSTMOBFMXTSHXST8F6GUAX7BT&marketplace=FLIPKART&srno=s_2_35&otracker=search&fm=organic&iid=ae7fb8d9-4e5c-4141-a6ce-bc7e09c12ab7.MOBFMXTSHXST8F6G.SEARCH&ssid=3sy0cn9ghc0000001587809536526&qH=ba2b1763f76b622e,"Realme X2 (Pearl Green, 128 GB)","₹20,999","26,456 Ratings & 3,124 Reviews"
35,4.5,"6 GB RAM | 128 GB ROM |,16.26 cm (6.4 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 32MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 730G Processor,30W VOOC 4.0 Fast Charger,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/realme-x2-pearl-blue-128-gb/p/itm75023903eb431?pid=MOBFMXTSNQKNT45C&lid=LSTMOBFMXTSNQKNT45CQSHQYN&marketplace=FLIPKART&srno=s_2_36&otracker=search&fm=organic&iid=ae7fb8d9-4e5c-4141-a6ce-bc7e09c12ab7.MOBFMXTSNQKNT45C.SEARCH&ssid=3sy0cn9ghc0000001587809536526&qH=ba2b1763f76b622e,"Realme X2 (Pearl Blue, 128 GB)","₹19,999","14,781 Ratings & 1,775 Reviews"
