,avgrating,features,link,name,price,rating
22,4.5,"4 GB RAM | 64 GB ROM |,16.56 cm (6.52 inch) HD+ Display,13MP + 2MP + Low Light Sensor | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,Helio P22 (MTK6762) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/infinix-hot-8-cosmic-purple-64-gb/p/itm176568dde7f63?pid=MOBFJJJV9QB8P4EU&lid=LSTMOBFJJJV9QB8P4EURBGGNV&marketplace=FLIPKART&srno=s_1_23&otracker=search&fm=organic&iid=e4b73f10-bda1-418d-83c9-a9a7a6b1bdf4.MOBFJJJV9QB8P4EU.SEARCH&ssid=dvkzpu8w4w0000001587809084133&qH=eb4af0bf07c16429,"Infinix Hot 8 (Cosmic Purple, 64 GB)","₹7,999","2,14,661 Ratings & 32,194 Reviews"
23,4.5,"4 GB RAM | 64 GB ROM |,16.56 cm (6.52 inch) HD+ Display,13MP + 2MP + Low Light Sensor | 8MP Front Camera,5000 mAh Li-ion Polymer Battery,Helio P22 (MTK6762) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/infinix-hot-8-quetzal-cyan-64-gb/p/itm176568dde7f63?pid=MOBFJJJVH6QYNE3P&lid=LSTMOBFJJJVH6QYNE3PL86ZA6&marketplace=FLIPKART&srno=s_1_24&otracker=search&fm=organic&iid=e4b73f10-bda1-418d-83c9-a9a7a6b1bdf4.MOBFJJJVH6QYNE3P.SEARCH&ssid=dvkzpu8w4w0000001587809084133&qH=eb4af0bf07c16429,"Infinix Hot 8 (Quetzal Cyan, 64 GB)","₹7,999","2,14,661 Ratings & 32,194 Reviews"
24,4.4,"4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,12MP + 8MP + 2MP + 2MP Quad Camera | 13MP Front Camera,5000 mAH Battery,Qualcomm Snapdragon 665 2 GHz Processor,Fingerprint,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/realme-5-crystal-purple-128-gb/p/itmfj9twbwfznhyk?pid=MOBFJ9TWDQNYX8VZ&lid=LSTMOBFJ9TWDQNYX8VZJOD8VK&marketplace=FLIPKART&srno=s_2_25&otracker=search&fm=organic&iid=faa55e5c-5523-4956-9c4d-e0b3f05b549f.MOBFJ9TWDQNYX8VZ.SEARCH&ssid=fiq338qchs0000001587809091880&qH=eb4af0bf07c16429,"Realme 5 (Crystal Purple, 128 GB)","₹11,999","3,07,769 Ratings & 28,960 Reviews"
25,4.5,"6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) Full HD+ Display,16MP + 2MP + 8MP | 32MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,Fast Charging,Triple Card Slot,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/vivo-z1pro-sonic-blue-64-gb/p/itmfghyebfrvjzfs?pid=MOBFHHT5ZETVHC4H&lid=LSTMOBFHHT5ZETVHC4H1MJSRL&marketplace=FLIPKART&srno=s_2_26&otracker=search&fm=organic&iid=faa55e5c-5523-4956-9c4d-e0b3f05b549f.MOBFHHT5ZETVHC4H.SEARCH&ssid=fiq338qchs0000001587809091880&qH=eb4af0bf07c16429,"Vivo Z1Pro (Sonic Blue, 64 GB)","₹14,990","1,26,238 Ratings & 12,632 Reviews"
26,4.5,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) Full HD+ Display,16MP + 2MP + 8MP | 32MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 712 AIE Octa Core 2.3GHz Processor,Fast Charging,Triple Card Slot,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/vivo-z1pro-sonic-blue-64-gb/p/itmfghyebfrvjzfs?pid=MOBFHHT5NZH8XCGB&lid=LSTMOBFHHT5NZH8XCGBSRHJKG&marketplace=FLIPKART&srno=s_2_27&otracker=search&fm=organic&iid=faa55e5c-5523-4956-9c4d-e0b3f05b549f.MOBFHHT5NZH8XCGB.SEARCH&ssid=fiq338qchs0000001587809091880&qH=eb4af0bf07c16429,"Vivo Z1Pro (Sonic Blue, 64 GB)","₹13,990","3,13,386 Ratings & 32,004 Reviews"
27,4.4,"3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 665 AIE Processor,18 W Fast Charging,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/vivo-u10-electric-blue-32-gb/p/itm6504d82d40e3c?pid=MOBFH6P4U8YWJSD4&lid=LSTMOBFH6P4U8YWJSD4LGBVPH&marketplace=FLIPKART&srno=s_2_28&otracker=search&fm=organic&iid=faa55e5c-5523-4956-9c4d-e0b3f05b549f.MOBFH6P4U8YWJSD4.SEARCH&ssid=fiq338qchs0000001587809091880&qH=eb4af0bf07c16429,"Vivo U10 (Electric Blue, 32 GB)","₹9,990","12,752 Ratings & 1,014 Reviews"
28,4.3,"2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,13.84 cm (5.45 inch) HD+ Display,12MP Rear Camera | 5MP Front Camera,4000 mAh Li-Polymer Battery,Qualcomm Snapdragon 439 Processor,Brand Warranty of 2 Years Available for Mobile and 6 Months for Accessories",/redmi-7a-matte-gold-32-gb/p/itmfhz4cfwesj6qh?pid=MOBFHZ4BYCMVJHVU&lid=LSTMOBFHZ4BYCMVJHVULENQ96&marketplace=FLIPKART&srno=s_2_29&otracker=search&fm=organic&iid=faa55e5c-5523-4956-9c4d-e0b3f05b549f.MOBFHZ4BYCMVJHVU.SEARCH&ssid=fiq338qchs0000001587809091880&qH=eb4af0bf07c16429,"Redmi 7A (Matte Gold, 32 GB)","₹6,699","3,50,993 Ratings & 26,625 Reviews"
29,4.5,"6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 5MP | 13MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 675 Processor,Quick Charge 4.0 Support,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/redmi-note-7-pro-astro-moonlight-white-64-gb/p/itm4f1fcde5bd7a3?pid=MOBFJFZDVPAKHXSD&lid=LSTMOBFJFZDVPAKHXSDTRD6VJ&marketplace=FLIPKART&srno=s_2_30&otracker=search&fm=organic&iid=faa55e5c-5523-4956-9c4d-e0b3f05b549f.MOBFJFZDVPAKHXSD.SEARCH&ssid=fiq338qchs0000001587809091880&qH=eb4af0bf07c16429,"Redmi Note 7 Pro (Astro Moonlight White, 64 GB)","₹12,999","2,54,543 Ratings & 21,645 Reviews"
30,4.6,"6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.94 cm (6.67 inch) Full HD+ Display,64MP + 8MP + 2MP + 2MP | 20MP + 2MP Dual Front Camera,4500 mAh Lithium-ion Polymer Battery,Qualcomm Snapdragon 730G Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/poco-x2-phoenix-red-128-gb/p/itm399dc084bcc97?pid=MOBFZGJ6AXGFTJSC&lid=LSTMOBFZGJ6AXGFTJSC77SOJU&marketplace=FLIPKART&srno=s_2_31&otracker=search&fm=organic&iid=faa55e5c-5523-4956-9c4d-e0b3f05b549f.MOBFZGJ6AXGFTJSC.SEARCH&ssid=fiq338qchs0000001587809091880&qH=eb4af0bf07c16429,"POCO X2 (Phoenix Red, 128 GB)","₹17,999","35,765 Ratings & 4,475 Reviews"
31,4.4,"4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) HD+ Display,12MP + 8MP + 2MP + 2MP Quad Camera | 13MP Front Camera,5000 mAH Battery,Qualcomm Snapdragon 665 2 GHz Processor,Fingerprint,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/realme-5-crystal-blue-128-gb/p/itmfj9twbwfznhyk?pid=MOBFJ9TW3Z6JWHWF&lid=LSTMOBFJ9TW3Z6JWHWFD2JQ71&marketplace=FLIPKART&srno=s_2_32&otracker=search&fm=organic&iid=faa55e5c-5523-4956-9c4d-e0b3f05b549f.MOBFJ9TW3Z6JWHWF.SEARCH&ssid=fiq338qchs0000001587809091880&qH=eb4af0bf07c16429,"Realme 5 (Crystal Blue, 128 GB)","₹11,999","3,07,769 Ratings & 28,960 Reviews"
32,4.5,"6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.26 cm (6.4 inch) Display,64MP + 8MP + 2MP + 2MP Quad Camera | 16MP Front Camera,4000 mAh Battery,Qualcomm 712 Processor,FHD+ Super AMOLED Display,In Display Fingerprint Sensor,Brand warranty of 1 year for mobile and 6 months for accessories",/realme-xt-pearl-blue-64-gb/p/itm731360fdbd273?pid=MOBFJYBE25FEJZJN&lid=LSTMOBFJYBE25FEJZJN432EHB&marketplace=FLIPKART&srno=s_2_33&otracker=search&fm=organic&iid=faa55e5c-5523-4956-9c4d-e0b3f05b549f.MOBFJYBE25FEJZJN.SEARCH&ssid=fiq338qchs0000001587809091880&qH=eb4af0bf07c16429,"Realme XT (Pearl Blue, 64 GB)","₹17,999","69,206 Ratings & 8,416 Reviews"
33,4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 8MP + 2MP | 8MP Front Camera,5000 mAh Li-ion Battery,Qualcomm Snapdragon 665 AIE Processor,18 W Fast Charging,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/vivo-u10-electric-blue-64-gb/p/itmfd0837265720b?pid=MOBFKXHBXGHYMGPW&lid=LSTMOBFKXHBXGHYMGPWFGXOJG&marketplace=FLIPKART&srno=s_2_34&otracker=search&fm=organic&iid=faa55e5c-5523-4956-9c4d-e0b3f05b549f.MOBFKXHBXGHYMGPW.SEARCH&ssid=fiq338qchs0000001587809091880&qH=eb4af0bf07c16429,"Vivo U10 (Electric Blue, 64 GB)","₹11,990","2,621 Ratings & 186 Reviews"
34,4.5,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD+ Display,48MP + 5MP | 13MP Front Camera,4000 mAh Li-polymer Battery,Qualcomm Snapdragon 675 Processor,Splash Proof - Protected by P2i,Quick Charge 4.0 Support,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories",/redmi-note-7-pro-neptune-blue-64-gb/p/itmfegkx8nbcze6t?pid=MOBFDXZ376XRTZXH&lid=LSTMOBFDXZ376XRTZXHWRK63O&marketplace=FLIPKART&srno=s_2_35&otracker=search&fm=organic&iid=faa55e5c-5523-4956-9c4d-e0b3f05b549f.MOBFDXZ376XRTZXH.SEARCH&ssid=fiq338qchs0000001587809091880&qH=eb4af0bf07c16429,"Redmi Note 7 Pro (Neptune Blue, 64 GB)","₹10,999","7,83,774 Ratings & 69,257 Reviews"
35,4.4,"4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 16MP Front Camera,4230 mAh Battery,Qualcomm Snapdragon 450 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories",/oppo-a7-glaring-gold-64-gb/p/itmfb37gqa44nrzq?pid=MOBFB37G2GV8TZJY&lid=LSTMOBFB37G2GV8TZJYIFLCIN&marketplace=FLIPKART&srno=s_2_36&otracker=search&fm=organic&iid=faa55e5c-5523-4956-9c4d-e0b3f05b549f.MOBFB37G2GV8TZJY.SEARCH&ssid=fiq338qchs0000001587809091880&qH=eb4af0bf07c16429,"OPPO A7 (Glaring Gold, 64 GB)","₹10,990","13,413 Ratings & 1,009 Reviews"
